SYMBOL,YEAR,MIN,MAX,MEAN,STD_DEV
TIPSINDLTD,2014,36,76,46.5224,9.561050041
TIRUMALCHM,2010,114,144,128.4661,7.132905107
TIRUMALCHM,2011,50,124,89.5304,20.43648423
TIRUMALCHM,2012,42,139,78.7814,30.33151475
TIRUMALCHM,2014,83,117,97.3759,6.801688367
TITAN,2010,1422,4147,2588.8765,734.0786978
TITAN,2011,156,4715,1916.8947,1808.519814
TITAN,2012,173,312,238.8866,31.43252048
TITAN,2014,217,405,314.8298,61.00202967
TNPETRO,2010,17,23,20.3307,1.563469664
TNPETRO,2011,13,20,16.0405,1.396344478
TNPETRO,2012,13,18,14.3117,1.248474294
TNPETRO,2014,8,16,11.9495,2.471550192
TNPL,2010,82,160,115.992,24.07458398
TNPL,2011,79,142,115.3806,17.50468147
TNPL,2012,81,120,105.1538,7.60144719
TNPL,2014,119,173,141.4752,15.98917256
TNTELE,2010,7,15,8.887,1.467119137
TODAYS,2010,10,29,17.4557,4.679060461
TODAYS,2011,4,12,7.2267,2.212683025
TODAYS,2012,3,5,3.6016,0.735176959
TODAYS,2014,2,5,3.3425,0.953999197
TOKYOPLAST,2010,10,19,13.3242,1.97239133
TOKYOPLAST,2011,10,18,13.94,2.011566554
TOKYOPLAST,2012,14,24,17.2772,2.751347625
TOKYOPLAST,2014,12,41,21.748,9.103375141
TORNTPHARM,2010,384,598,529.7171,50.69292431
TORNTPHARM,2011,508,675,584.4453,38.51793904
TORNTPHARM,2012,529,724,636.6802,49.32260705
TORNTPHARM,2014,466,1166,713.3688,183.2894239
TORNTPOWER,2010,263,365,315.1036,23.18566211
TORNTPOWER,2011,189,276,231.5992,18.00914296
TORNTPOWER,2012,148,238,185.5263,22.95529707
TORNTPOWER,2014,80,180,130.5674,28.22912961
TREADS,2010,7,13,9.494,1.260400613
TREADS,2011,10,10,10,0
TREEHOUSE,2011,118,204,165.631,22.14281554
TREEHOUSE,2012,161,278,219.1417,21.09665826
TREEHOUSE,2014,217,513,346.461,89.14873362
TRENT,2010,755,1167,905.3625,103.3236513
TRENT,2011,768,1239,1008.7287,118.4702225
TRENT,2012,811,1308,1007.8947,120.4648094
TRENT,2014,956,1581,1187.2908,163.6744104
TRF,2010,523,1122,822.9838,146.6471975
TRF,2011,200,635,399.1134,96.28728997
TRF,2012,203,367,267.4737,40.27816132
TRF,2014,113,423,246.8019,95.98038516
TRICOM,2010,13,22,17.9562,1.783632902
TRICOM,2011,11,19,14.3036,1.973741305
TRICOM,2012,3,14,7.9636,3.455132933
TRICOM,2014,1,2,1.4022,0.490336677
TRIDENT,2011,10,15,12.6928,1.630528271
TRIDENT,2012,9,12,9.8947,0.902679677
TRIDENT,2014,14,33,21.766,5.661413875
TRIGYN,2010,17,30,22.2032,2.881896682
TRIGYN,2011,11,26,17.3522,3.546313747
TRIGYN,2012,11,17,12.7849,1.658146798
TRIGYN,2014,18,59,33.617,9.66287006
TRIL,2010,299,462,388.4741,36.56912799
TRIL,2011,129,363,241.8988,42.29042012
TRIL,2012,117,193,146.4818,17.66394209
TRIL,2014,76,224,163.5437,43.82462328
TRITURBINE,2011,33,37,34.3333,1.091750517
TRITURBINE,2012,34,60,45.7085,5.09545012
TRITURBINE,2014,54,116,82.3688,17.02580909
TRIVENI,2010,88,138,112.1594,11.76422179
TRIVENI,2011,13,116,50.1255,33.92138502
TRIVENI,2012,13,24,18.2227,2.89544738
TRIVENI,2014,14,35,20.9355,5.29720245
TTKHEALTH,2010,252,460,356.0783,55.10717117
TTKHEALTH,2011,346,649,433.6478,56.22101975
TTKHEALTH,2012,336,577,400.5506,47.98190944
TTKHEALTH,2014,453,878,639.4539,118.9862305
TTKPRESTIG,2010,427,1677,889.0478,368.351466
TTKPRESTIG,2011,1446,3128,2442.9879,438.8963568
TTKPRESTIG,2012,2265,3910,3197.3806,386.9447555
TTKPRESTIG,2014,2719,4606,3561.2837,456.8375152
TTL,2010,14,45,27.5837,10.52171636
TTL,2011,18,39,28.2834,5.027922818
TTL,2012,16,30,19.6701,2.145345715
TTL,2014,22,57,33.3475,8.865412764
TTML,2010,18,30,22.8486,2.251380287
TTML,2011,12,23,17.1579,2.188340566
TTML,2012,11,18,13.17,1.580317064
TTML,2014,7,14,9.4468,1.976548794
TUBEINVEST,2010,69,162,114.9442,28.95065311
TUBEINVEST,2011,102,163,136.5425,11.43035656
TUBEINVEST,2012,106,211,149.9433,19.71591832
TUBEINVEST,2014,153,353,256.4539,65.33877621
TULIP,2010,167,1048,542.1355,367.5615968
TULIP,2011,102,178,150.8583,13.54405624
TULIP,2012,33,120,82.5344,29.04202299
TULIP,2014,4,6,5.025,0.688748866
TULSI,2010,26,93,39.2271,15.23207663
TULSI,2011,8,30,15.3603,4.337451618
TULSI,2012,7,12,8.5547,1.14356525
TULSI,2014,4,7,4.8182,0.86004036
TULSYAN,2010,63,101,77.9195,6.873601661
TULSYAN,2011,30,74,46.4118,9.991939411
TULSYAN,2012,32,47,39.2797,2.65976166
TULSYAN,2014,28,28,28,0
TV-18,2010,62,98,82.1753,8.02691857
TV-18,2011,62,85,76.1466,4.175574109
TV18BRDCST,2011,27,72,44.5225,11.73187454
TV18BRDCST,2012,18,36,26.9069,4.571013362
TV18BRDCST,2014,20,37,27.7883,3.889778214
TVSELECT,2010,22,37,27.5283,3.409773819
TVSELECT,2011,17,28,21.6842,2.363152034
TVSELECT,2012,15,23,17.1134,1.368864169
TVSELECT,2014,13,56,27.8889,12.4901372
TVSMOTOR,2010,60,149,91.498,23.89225057
TVSMOTOR,2011,45,73,56.6478,5.222326825
TVSMOTOR,2012,32,54,40.915,5.186877937
TVSMOTOR,2014,71,262,153.2553,63.93529578
TVSSRICHAK,2010,185,348,281.8088,39.05011698
TVSSRICHAK,2011,236,394,312.5101,42.69312988
TVSSRICHAK,2012,250,359,315.6478,21.28335499
TVSSRICHAK,2014,247,1805,716.525,507.5731632
TVTODAY,2010,64,130,96.004,17.09301901
TVTODAY,2011,42,73,58.417,6.536118456
TVTODAY,2012,45,90,64.8178,10.08442131
TVTODAY,2014,98,254,155.1348,44.97820116
TWILITAKA,2010,83,197,157.9716,30.52935879
TWILITAKA,2011,21,102,51.0931,17.14605729
TWILITAKA,2012,8,40,25.3005,8.366753732
TWILITAKA,2014,3,6,4.4,0.611010093
TWL,2010,300,574,411.7649,67.08278561
TWL,2011,306,512,401.5709,40.95205601
TWL,2012,292,467,345.2267,41.71929056
TWL,2014,93,343,191.6147,78.12855887
UBENGG,2010,117,229,174.2948,29.34261028
UBENGG,2011,30,163,75.7166,29.74494561
UBENGG,2012,30,53,39.1619,5.047756654
UBENGG,2014,9,16,11.5091,2.025947386
UBHOLDINGS,2010,191,334,263.7769,36.09965765
UBHOLDINGS,2011,59,309,154.8704,56.46330377
UBHOLDINGS,2012,54,149,90.6154,25.52576388
UBHOLDINGS,2014,19,50,31.6383,7.55901284
UBL,2010,148,518,292.5896,114.1370312
UBL,2011,355,607,457.4008,54.17206504
UBL,2012,388,1001,586.7449,143.2604566
UBL,2014,636,845,757,46.54868572
UCALFUEL,2010,65,105,81.0472,9.186312053
UCALFUEL,2011,58,89,71.8947,7.552585732
UCALFUEL,2012,60,82,71.1903,3.58813648
UCALFUEL,2014,43,140,78.3017,26.23179823
UCOBANK,2010,55,151,90.7809,29.13349876
UCOBANK,2011,46,120,86.4858,19.03307375
UCOBANK,2012,47,90,73.8785,7.524953435
UCOBANK,2014,63,114,84.9291,13.69300976
UFLEX,2010,90,318,154.2351,66.48838773
UFLEX,2011,102,222,167.3522,30.51065761
UFLEX,2012,92,141,110.834,12.39436243
UFLEX,2014,65,176,116.4468,35.94566931
UGARSUGAR,2010,15,22,17.4239,1.656565959
UGARSUGAR,2011,10,21,14.5749,2.195287899
UGARSUGAR,2012,10,17,13.2874,1.298693041
UGARSUGAR,2014,9,16,10.3387,1.615884342
UJAAS,2014,12,36,19.025,5.7640589
ULTRACEMCO,2010,829,1163,1012.6773,93.77558319
ULTRACEMCO,2011,897,1220,1056.7247,70.85473762
ULTRACEMCO,2012,1138,2056,1610.0972,263.3443249
ULTRACEMCO,2014,1648,2805,2308.4539,361.9260822
UMESL,2010,23,57,33.3103,10.81538957
UMESLTD,2010,33,53,43.2295,4.807417229
UMESLTD,2011,11,41,22.9069,6.08471181
UMESLTD,2012,8,15,10.6452,1.813006541
UMESLTD,2014,3,7,4.0588,1.027308776
UNICHEMLAB,2010,228,568,390.1554,89.40308782
UNICHEMLAB,2011,103,244,160.4089,31.09432563
UNICHEMLAB,2012,113,201,154.4575,24.73006527
UNICHEMLAB,2014,187,260,217.3404,14.42654654
UNIENTER,2010,29,56,34.765,4.552314358
UNIENTER,2011,23,32,27.4804,1.799947669
UNIENTER,2012,20,30,23.9836,1.81064071
UNIENTER,2014,19,33,25.232,4.233459106
UNIONBANK,2010,240,418,320.0199,44.26688799
UNIONBANK,2011,160,354,283.0567,50.44928533
UNIONBANK,2012,152,275,210.6397,28.940182
UNIONBANK,2014,102,255,179.078,45.76258048
UNIPHOS,2010,144,217,175.1912,16.58982801
UNIPHOS,2011,125,169,146.8138,10.89022018
UNIPHOS,2012,108,167,125.9109,11.48314034
UNIPLY,2010,10,20,14.4528,2.875177026
UNIPLY,2011,7,17,12.8279,2.242264016
UNIPLY,2012,7,16,9.1587,1.482237147
UNIPLY,2014,4,9,6.514,1.2996368
UNITECH,2010,60,98,78.0478,8.648382917
UNITECH,2011,18,67,33.8259,9.604636652
UNITECH,2012,18,36,25.5304,4.385069565
UNITECH,2014,11,38,20.2624,6.677627929
UNITEDBNK,2010,67,141,97.1045,20.21117443
UNITEDBNK,2011,46,113,86.7126,16.56939659
UNITEDBNK,2012,46,84,64.413,8.432124456
UNITEDBNK,2014,24,59,39.8085,8.792255533
UNITEDTEA,2010,124,302,149.1925,26.51116023
UNITEDTEA,2011,122,157,136.8505,7.315660701
UNITEDTEA,2012,138,227,161.0847,17.87775957
UNITEDTEA,2014,197,276,233.0833,17.16371334
UNITY,2010,84,615,225.9721,205.0230461
UNITY,2011,23,104,57.0283,16.95920344
UNITY,2012,31,54,44.7004,4.047206244
UNITY,2014,19,48,26.8029,7.092547148
UNIVCABLES,2010,78,113,87.3146,7.698818683
UNIVCABLES,2011,30,85,58.498,13.04891901
UNIVCABLES,2012,31,47,39.0188,3.710108563
UNIVCABLES,2014,27,28,27.4,0.489897949
UPERGANGES,2010,47,113,60.9602,13.59130282
UPERGANGES,2011,37,63,50.498,5.884085786
UPERGANGES,2012,33,55,44.4247,5.299912487
UPERGANGES,2014,24,55,37.2667,7.914894538
UPL,2014,181,386,282.4894,64.29063188
USHAMART,2010,68,105,85.1594,7.54472072
USHAMART,2011,22,74,46.5304,14.13118444
USHAMART,2012,22,39,29.5061,3.843992574
USHAMART,2014,21,46,34.7872,5.85862825
USHERAGRO,2010,85,97,91.0648,2.033393206
USHERAGRO,2011,56,156,108.753,18.59693232
USHERAGRO,2012,37,66,56.9433,6.167436517
USHERAGRO,2014,32,61,42.1773,6.619639475
UTISUNDER,2010,476,1139,859.0372,146.642657
UTISUNDER,2011,814,2726,1017.4567,314.7701054
UTISUNDER,2012,639,1040,774.8889,134.8910626
UTTAMSTL,2010,104,165,124.6494,16.52779229
UTTAMSTL,2011,48,154,96.0364,23.46387283
UTTAMSTL,2012,50,83,66.9798,5.862423669
UTTAMSTL,2014,62,88,72.0567,6.287185041
UTTAMSUGAR,2010,43,82,53.1633,7.407410629
UTTAMSUGAR,2011,21,53,34.9595,6.191150515
UTTAMSUGAR,2012,20,32,23.8115,2.275771154
UTTAMSUGAR,2014,12,21,15.9646,2.70342033
UTTAMVALUE,2014,6,9,7.2624,0.972278089
UTVSOF,2010,393,607,488.6773,55.14424622
UTVSOF,2011,436,993,768.8016,184.2799455
UTVSOF,2012,980,1084,1049.9565,27.30261695
V2RETAIL,2012,9,17,12.0807,1.800535308
VADILALIND,2011,90,170,132.1926,20.98094243
VADILALIND,2012,92,275,158.8293,57.20739723
VADILALIND,2014,128,290,191.9504,43.13714337
VAIBHAVGBL,2014,567,888,749.9149,83.54159701
VAIBHAVGEM,2010,21,43,32.1073,4.98853518
VAIBHAVGEM,2011,19,50,34.0324,7.441469559
VAIBHAVGEM,2012,30,115,51.8502,16.59718509
VAKRANGEE,2014,82,145,115.8865,19.57748461
VAKRANSOFT,2010,62,331,194.8571,85.44749943
VAKRANSOFT,2011,277,403,348.2105,33.2896169
VAKRANSOFT,2012,30,623,154.7733,185.7309807
VALECHAENG,2010,92,223,162.3705,36.28146618
VALECHAENG,2011,44,134,88.4534,18.54191166
VALECHAENG,2012,44,77,58.3644,6.574766657
VALECHAENG,2014,30,89,59.9579,14.94052475
VALUEIND,2010,19,32,25.49,3.158953064
VALUEIND,2011,13,27,19.1012,2.731188613
VALUEIND,2012,10,17,13.1336,1.928468895
VALUEIND,2014,7,14,9.2879,1.885070142
VARDHACRLC,2010,10,16,13.0717,1.454090484
VARDHACRLC,2011,7,12,9.7733,1.178937358
VARDHACRLC,2012,7,12,9.749,1.7054773
VARDHACRLC,2014,15,29,19.5957,3.705427729
VARDMNPOLY,2010,42,87,57.592,9.815548519
VARDMNPOLY,2011,50,108,80.3279,16.76177902
VARDMNPOLY,2012,46,100,72.1534,10.79479514
VARDMNPOLY,2014,30,65,44.8286,8.960184036
VARUN,2010,113,247,171.4024,35.57598672
VARUN,2011,167,273,224.6842,27.29516043
VARUN,2012,18,276,100.2874,99.74691054
VARUN,2014,6,9,6.6912,0.827066982
VARUNSHIP,2010,33,61,44.9363,6.180866273
VARUNSHIP,2011,15,35,23.9717,4.907567328
VARUNSHIP,2012,14,21,16.5789,1.524709472
VARUNSHIP,2014,6,13,8.1894,1.26210848
VASCONEQ,2010,121,189,148.991,16.26545241
VASCONEQ,2011,37,141,74.5466,26.22568005
VASCONEQ,2012,36,63,43.5098,5.510676088
VASCONEQ,2014,15,34,24.9717,4.263618684
VASWANI,2011,8,18,11.2174,2.05270811
VASWANI,2012,4,13,7.0931,2.575859826
VASWANI,2014,2,5,3.5,1.067187373
VATECH,2010,1493,1715,1645.9773,45.28921637
VENKEYS,2010,232,983,563.0558,228.5229484
VENKEYS,2011,369,743,534.7126,99.31858099
VENKEYS,2012,328,608,449.7733,64.94056154
VENKEYS,2014,406,621,487.4823,38.34790402
VENUSREM,2010,225,327,271.4781,23.83514342
VENUSREM,2011,151,282,207.5425,24.77765936
VENUSREM,2012,153,315,216.6032,52.13262119
VENUSREM,2014,201,378,265.9362,31.21674691
VESUVIUS,2010,198,338,263.3068,36.27646052
VESUVIUS,2011,274,429,351.502,39.42469627
VESUVIUS,2012,313,450,364.2389,27.08293656
VESUVIUS,2014,433,826,607.1277,118.4746345
VGUARD,2010,80,206,132.0478,42.63424667
VGUARD,2011,145,235,193.0405,24.6407052
VGUARD,2012,156,544,302.9595,123.9917
VGUARD,2014,408,1118,660.9362,209.9178229
VHL,2010,271,500,371.0364,73.04002208
VHL,2011,351,499,420.5756,30.67358266
VHL,2012,380,573,458.4689,52.59787176
VHL,2014,456,780,639.3818,101.5959002
VICEROY,2010,35,58,46.7547,4.730094978
VICEROY,2011,17,43,29.7368,4.97682676
VICEROY,2012,15,31,23.2811,2.720675377
VICEROY,2014,15,25,19.1206,2.197597584
VIDEOIND,2010,187,291,232.9323,22.68947214
VIDEOIND,2011,166,221,186.8057,12.45147213
VIDEOIND,2012,168,239,178.3806,14.97125812
VIDEOIND,2014,158,208,170.3404,9.661526969
VIJAYABANK,2010,46,114,71.4343,20.90289304
VIJAYABANK,2011,45,102,68.7409,13.56755731
VIJAYABANK,2012,45,68,56.4413,4.364421293
VIJAYABANK,2014,35,58,45.0567,6.250983525
VIJAYTEX,2010,24,35,27.2255,2.15982417
VIJAYTEX,2011,16,30,20.381,3.781444133
VIJSHAN,2010,26,54,37.4741,5.25545881
VIJSHAN,2011,14,32,19.834,3.840016411
VIJSHAN,2012,14,39,18.3068,5.542927423
VIJSHAN,2014,10,18,13.7447,1.70690818
VIKASGLOB,2011,158,173,165.3333,5.597618541
VIKASGLOB,2012,61,140,80.8535,18.28295455
VIKASGLOB,2014,7,229,65.7172,76.1871752
VIKASHMET,2010,14,21,18,1.809668588
VIKASHMET,2011,6,25,12.5223,3.805827372
VIKASHMET,2012,4,11,7.1667,1.997683844
VIMALOIL,2014,134,257,177.5957,28.98813128
VIMTALABS,2010,24,46,32.6784,4.128231693
VIMTALABS,2011,14,37,22.7287,5.184451434
VIMTALABS,2012,13,23,17.2055,2.168425796
VIMTALABS,2014,50,122,83.0142,21.40424357
VINATIORGA,2010,67,92,75.9482,4.726093833
VINATIORGA,2011,61,81,70.17,4.030681069
VINATIORGA,2012,68,160,99.6964,17.13157309
VINATIORGA,2014,191,453,327.539,78.35847049
VINDHYATEL,2010,178,478,264.9634,76.22945334
VINDHYATEL,2011,136,266,182.1273,36.84515735
VINDHYATEL,2012,121,212,156.4802,24.33919682
VINDHYATEL,2014,150,542,350.8632,138.8260244
VINYLINDIA,2010,7,20,13.4582,4.371362236
VINYLINDIA,2011,8,14,11.0369,1.499546424
VINYLINDIA,2012,8,12,9.8833,0.804673847
VINYLINDIA,2014,12,73,36.7576,19.15966455
VIPIND,2010,172,778,400.9801,168.9366427
VIPIND,2011,75,1022,631.3036,265.109436
VIPIND,2012,70,125,88.9028,12.02656776
VIPIND,2014,58,122,96.0851,18.53020894
VIPUL,2010,17,71,29.8826,14.23196993
VIPUL,2011,8,19,12.332,2.42354955
VIPUL,2012,8,14,9.8571,1.284126003
VIPUL,2014,5,41,15.2889,13.63838085
VISAKAIND,2010,119,190,151.1394,18.98459425
VISAKAIND,2011,59,135,96.8543,15.9397592
VISAKAIND,2012,58,138,92.8656,19.42391274
VISAKAIND,2014,68,140,97.7742,22.99012365
VISASTEEL,2010,34,48,39.5139,2.826102856
VISASTEEL,2011,36,64,54.1457,6.6267624
VISASTEEL,2012,47,60,52.0486,4.269948185
VISASTEEL,2014,16,28,18.9394,2.768211259
VISESHINFO,2010,6,10,6.9944,1.206244013
VISESHINFO,2011,3,10,6.4268,2.401035453
VISESHINFO,2012,3,4,3.2636,0.440566581
VISESHINFO,2014,0,0,0,0
VISHALRET,2010,30,68,47.4895,9.416446803
VISHALRET,2011,16,38,28.194,4.969853755
VISUINTL,2010,4,7,5.2921,0.83062515
VISUINTL,2011,1,4,2.664,0.694423455
VISUINTL,2012,1,3,1.8735,0.378382977
VISUINTL,2014,1,1,1,0
VITLINFO,2010,8,14,10.3957,1.603138581
VIVIDHA,2014,75,845,316.5667,272.166087
VIVIMEDLAB,2010,116,346,210.8446,70.11728763
VIVIMEDLAB,2011,218,316,268.4534,23.89257457
VIVIMEDLAB,2012,241,441,367.2874,39.25998628
VIVIMEDLAB,2014,162,410,273.9574,73.78335859
VKSPL,2012,49,134,86.0625,26.57223351
VKSPL,2014,0,1,0.1975,0.398136185
VLSFINANCE,2010,11,32,17.012,4.769158947
VLSFINANCE,2011,10,20,13.498,2.491888856
VLSFINANCE,2012,10,21,13.3927,1.506943286
VLSFINANCE,2014,12,31,20.5152,5.809020565
VMART,2014,229,599,380.1206,117.3832588
VOLTAMP,2010,701,1110,891.1793,78.20320176
VOLTAMP,2011,454,795,546.2915,70.11260498
VOLTAMP,2012,427,546,484.9312,26.85798835
VOLTAMP,2014,373,833,590.3404,126.9734339
VOLTAS,2010,153,259,201.3745,29.1959172
VOLTAS,2011,73,226,143.7571,37.55802125
VOLTAS,2012,75,135,108.3725,10.37197501
VOLTAS,2014,104,282,194.4681,52.92166742
VSSL,2012,29,40,33.7103,3.146793094
VSSL,2014,14,43,30.2182,8.247734475
VSTIND,2010,473,644,555.2311,45.21505045
VSTIND,2011,600,1452,981.8097,261.7877966
VSTIND,2012,1059,1994,1651.7045,244.1940509
VSTIND,2014,1445,1943,1713.3617,128.9134779
VSTTILLERS,2011,402,570,497.6515,40.70737869
VSTTILLERS,2012,386,519,446.7004,27.38094065
VSTTILLERS,2014,677,1831,1223.9274,385.0138492
VTL,2010,213,363,282.3665,38.23476854
VTL,2011,160,314,226.3038,39.52631589
VTL,2012,166,260,220.8421,20.37034064
VTL,2014,327,514,409.3262,54.59879411
VTMLTD,2011,94,94,94,0
VTMLTD,2012,12,134,65.9804,53.31095984
VTMLTD,2014,15,28,20.0672,3.589740499
VTXIND,2011,12,21,15.2486,2.266262194
VTXIND,2012,8,19,11.9312,2.865460152
VTXIND,2014,6,6,6,0
WABAG,2010,1439,1587,1511.9167,48.14640577
WABAG,2011,303,1568,948.0931,460.5001719
WABAG,2012,332,568,455.3077,53.28369628
WABAG,2014,513,1692,1093.5806,413.7774082
WABCO-TVS,2010,539,1172,880.2749,175.7324573
WABCO-TVS,2011,893,1316,1047.744,113.7276926
WABCOINDIA,2011,1138,1500,1280.2405,71.33895117
WABCOINDIA,2012,1184,1779,1535.0486,109.4157361
WABCOINDIA,2014,1740,4617,2959.0567,915.9060373
WALCHANNAG,2010,158,282,217.3466,22.76913797
WALCHANNAG,2011,62,175,113.7287,26.74537501
WALCHANNAG,2012,62,108,81.1279,9.861696597
WALCHANNAG,2014,54,150,92.2803,30.57214874
WANBURY,2010,43,88,74.9641,10.61658428
WANBURY,2011,20,51,29.1093,5.985829617
WANBURY,2012,16,33,21.5903,3.812284956
WEBELSOLAR,2010,98,165,130.2778,15.20528255
WEBELSOLAR,2011,19,100,56.2551,20.81039634
WEBELSOLAR,2012,8,28,15.2468,4.559989325
WEBELSOLAR,2014,5,23,14.1772,5.566080578
WEIZFOREX,2011,41,88,71.3929,10.24726195
WEIZFOREX,2012,52,120,72.8281,18.17554745
WEIZFOREX,2014,62,265,135.8509,60.38374832
WEIZMANIND,2010,20,84,58.2364,15.31997741
WEIZMANIND,2011,7,21,12.1579,3.292023303
WEIZMANIND,2012,7,10,8.5702,0.620827098
WEIZMANIND,2014,6,13,9.8889,1.613634388
WELCORP,2010,153,273,236.0185,29.63262138
WELCORP,2011,67,215,148.7004,40.36402324
WELCORP,2012,87,153,114.5911,15.04886782
WELCORP,2014,58,104,76.529,9.711185862
WELENTRP,2014,168,350,260.5714,56.03310792
WELGLOB,2011,36,63,47.2967,6.892414218
WELGLOB,2012,23,59,39.5195,7.73020789
WELGUJ,2010,232,293,266.1573,13.85551355
WELINV,2010,86,155,122.4921,21.91677839
WELINV,2011,32,124,62.9312,17.36717435
WELINV,2012,16,50,26.2764,9.140547397
WELINV,2014,17,40,28.9535,6.926368519
WELPROJ,2011,25,96,56.4472,16.642195
WELPROJ,2012,19,38,27.2857,5.011079118
WELPROJ,2014,10,37,22.5435,8.547073035
WELSPUNIND,2010,55,114,76.9721,12.23228124
WELSPUNIND,2011,22,64,41.5357,9.672375455
WELSPUNIND,2012,25,68,52.0778,8.875718078
WELSPUNIND,2014,79,392,191.0161,102.313322
WENDT,2010,645,1184,898.8448,123.731885
WENDT,2011,965,1971,1377.5691,249.1685387
WENDT,2012,1356,1945,1678.2551,124.5555163
WENDT,2014,1029,2240,1442.5612,292.9584181
WHEELS,2010,208,345,279.9761,33.38271713
WHEELS,2011,208,364,253.4815,28.48381727
WHEELS,2012,278,929,622.7045,151.3315718
WHEELS,2014,509,1057,767.9433,162.1821397
WHIRLPOOL,2010,130,330,233.7868,67.3993721
WHIRLPOOL,2011,150,294,229.4777,31.77779809
WHIRLPOOL,2012,145,280,221.7368,33.83850038
WHIRLPOOL,2014,175,658,344.7883,144.8241033
WILLAMAGOR,2010,52,83,63.7769,6.300416092
WILLAMAGOR,2011,34,72,49.5093,6.495005731
WILLAMAGOR,2012,35,58,46.7126,4.584161738
WILLAMAGOR,2014,31,74,52.2885,11.64017667
WINDMACHIN,2011,11,29,19.3951,4.330993706
WINDMACHIN,2012,12,21,15.1179,2.169242966
WINDMACHIN,2014,19,39,28.0714,5.386017422
WINDSOR,2010,32,102,62.0386,17.2853671
WINDSOR,2011,47,91,66.7257,10.75408775
WINSOME,2011,18,33,23.2533,3.919501102
WINSOME,2012,16,31,20.2727,3.16668479
WINSOME,2014,1,8,2.8582,1.485540522
WINSOMEDJ,2012,25,39,32.1402,2.766449859
WINSOMEDJ,2014,1,9,4,2.367031238
WINSOMYARN,2010,1,19,3.3019,4.50681485
WINSOMYARN,2011,2,5,3.0379,0.865196624
WIPRO,2010,375,748,540.4064,130.2247299
WIPRO,2011,320,486,408.6761,44.70995547
WIPRO,2012,330,449,391.8826,29.78272161
WIPRO,2014,492,619,554.3262,23.59994484
WOCKPHARMA,2010,118,410,199.7056,85.48202977
WOCKPHARMA,2011,271,465,377.7353,42.63741947
WOCKPHARMA,2012,258,1299,714.6145,259.4892728
WOCKPHARMA,2014,392,1054,653.3546,175.061008
WONDERLA,2014,198,328,264.1566,42.01964025
WSI,2010,31,57,42.749,5.279135527
WSI,2011,12,34,20.4211,4.770952309
WSI,2012,14,28,22.4589,2.424551116
WSI,2014,8,22,13.4747,2.850991089
WSTCSTPAPR,2010,55,109,85.0598,13.41850176
WSTCSTPAPR,2011,45,100,77.3158,12.67554763
WSTCSTPAPR,2012,46,131,65.9555,23.87064585
WSTCSTPAPR,2014,49,70,58.0781,4.55283115
WWIL,2010,11,22,15.3028,2.117079142
WWIL,2011,6,12,8.4646,1.340678758
WWIL,2012,6,23,11.1205,4.340611223
WYETH,2010,696,870,790.502,37.36227026
WYETH,2011,778,1034,909.8826,74.23296285
WYETH,2012,797,1014,888.3765,41.80395657
WYETH,2014,701,1364,911.7612,148.0043958
XCHANGING,2012,14,22,16.9764,2.421896722
XCHANGING,2014,13,49,25.078,10.716244
XLENERGY,2010,24,26,25,0.377964473
XLENERGY,2011,5,25,10.7409,4.591585776
XLENERGY,2012,3,7,4.3474,0.959976232
XLENERGY,2014,2,5,2.6768,0.722345825
XLTELENE,2010,23,42,32.9561,3.292715447
XPROINDIA,2010,29,83,46.0996,13.73054726
XPROINDIA,2011,44,72,53.1174,5.064600948
XPROINDIA,2012,41,60,47.0769,4.02398601
XPROINDIA,2014,28,42,35.0561,3.909805014
YESBANK,2010,225,379,293.5299,38.03094389
YESBANK,2011,236,334,287.2389,21.87736401
YESBANK,2012,232,473,362.502,46.23710014
YESBANK,2014,295,760,512.4397,128.712576
ZANDUPHARM,2010,4079,5858,4855.0909,638.685967
ZANDUREALT,2010,2555,4147,3212.6087,384.0592075
ZANDUREALT,2011,1258,2803,1962.7439,328.0755531
ZANDUREALT,2012,1255,1792,1524.7976,95.53429294
ZANDUREALT,2014,841,2301,1392.0709,475.2610428
ZEEL,2010,136,317,266.247,51.42505804
ZEEL,2011,108,145,124.2024,8.728444483
ZEEL,2012,116,230,154.7085,31.24598838
ZEEL,2014,261,382,296.0355,35.52012941
ZEELEARN,2011,12,30,20.587,3.206697535
ZEELEARN,2012,12,32,24.0324,5.69295696
ZEELEARN,2014,23,38,30.9574,4.27904732
ZEEMEDIA,2014,12,24,17.0638,3.238099359
ZEENEWS,2010,13,76,27.3108,21.20003016
ZEENEWS,2011,9,14,11.8502,1.089994038
ZEENEWS,2012,9,16,10.9578,1.350378839
ZENITHBIR,2010,9,31,19.2869,5.653806183
ZENITHBIR,2011,3,11,7.0364,2.257396358
