SYMBOL,YEAR,MIN,MAX,MEAN,STD_DEV
LCCINFOTEC,2014,0,1,0.2281,0.419588096
LGBBROSLTD,2010,214,396,275.4227,48.35731164
LGBBROSLTD,2011,237,344,285.7611,21.03658919
LGBBROSLTD,2012,242,358,278.2146,27.07775784
LGBBROSLTD,2014,262,989,510.9645,165.3078972
LGBFORGE,2010,3,4,3.2146,0.410552818
LGBFORGE,2011,2,4,3.0102,0.319275262
LGBFORGE,2012,2,3,2.6942,0.460739169
LGBFORGE,2014,1,5,3.5,1.293474748
LGBROS,2010,21,26,23.5106,1.569284163
LIBERTSHOE,2010,88,128,102.9402,6.154745387
LIBERTSHOE,2011,58,117,87.2551,11.4942216
LIBERTSHOE,2012,60,121,97.8093,13.05222328
LIBERTSHOE,2014,118,325,219.773,68.97880945
LICHSGFIN,2010,194,1469,1027.1434,221.8984624
LICHSGFIN,2011,151,243,211.9474,18.12600027
LICHSGFIN,2012,218,293,255.8016,13.32211934
LICHSGFIN,2014,191,460,297.6667,69.57425409
LINDEINDIA,2014,270,450,354.2057,53.72645686
LIQUIDBEES,2010,1000,1000,1000,0
LIQUIDBEES,2011,1000,1000,1000,0
LIQUIDBEES,2012,1000,1000,1000,0
LIQUIDBEES,2014,1000,1000,1000,0
LITL,2010,42,74,61.4741,7.238834423
LITL,2011,9,66,27.8502,13.64611399
LITL,2012,10,23,14.5142,2.808100201
LITL,2014,6,13,8.1606,1.833323243
LLOYDELENG,2010,54,89,73.3068,8.034134966
LLOYDELENG,2011,37,76,54.2065,7.506129651
LLOYDELENG,2012,37,71,48.6032,7.49442908
LLOYDELENG,2014,33,198,100.5968,52.57727329
LLOYDFIN,2010,1,3,1.8696,0.396105808
LLOYDFIN,2011,1,2,1.0703,0.255601955
LLOYDFIN,2012,1,1,1,0
LLOYDFIN,2014,0,0,0,0
LLOYDSTEEL,2010,11,19,14.0493,1.629956943
LLOYDSTEEL,2011,7,22,15.4453,3.62347952
LLOYDSTEEL,2012,7,14,10.6749,1.432456074
LML,2010,8,16,10.9602,1.399489938
LML,2011,7,12,9.5142,1.064138291
LML,2012,6,9,7.2874,0.727123703
LML,2014,5,10,6.697,1.466491349
LOGIXMICRO,2010,28,67,47.012,8.048895434
LOGIXMICRO,2011,12,32,17.9879,3.233781433
LOGIXMICRO,2012,17,26,19.7166,1.863958114
LOGIXMICRO,2014,8,25,14.3525,4.990026333
LOKESHMACH,2010,43,70,52.1934,6.484040914
LOKESHMACH,2011,37,55,42.0162,2.978964866
LOKESHMACH,2012,29,43,34.83,3.463434384
LOKESHMACH,2014,20,48,31.197,7.386965787
LOTUSEYE,2010,14,33,20.6959,4.590074579
LOTUSEYE,2011,7,15,10.6,1.582218264
LOTUSEYE,2012,8,10,8.4494,0.573071167
LOTUSEYE,2014,6,12,8.3617,1.72703409
LOVABLE,2011,245,624,397.1571,86.43338045
LOVABLE,2012,309,458,355.7045,27.87910752
LOVABLE,2014,283,442,353.8298,36.63118027
LPDC,2010,4,7,4.5635,0.660639802
LPDC,2011,2,5,2.9317,0.580344315
LPDC,2012,2,4,2.0838,0.314838051
LPDC,2014,2,7,3.6694,1.398868668
LT,2010,1396,2173,1779.6972,199.7162229
LT,2011,978,1981,1554.8907,202.6795805
LT,2012,1009,1712,1399.6073,165.7545245
LT,2014,956,1754,1410.4965,245.2028723
LUMAXAUTO,2010,37,55,43.992,4.236995131
LUMAXAUTO,2011,25,50,34.1034,5.783800882
LUMAXAUTO,2012,23,32,26.1901,2.096096528
LUMAXAUTO,2014,13,64,27.5109,14.28551605
LUMAXIND,2010,168,325,247.3103,50.97490198
LUMAXIND,2011,300,405,356.3257,26.33498703
LUMAXIND,2012,350,402,382.1639,11.18426929
LUMAXIND,2014,294,461,347.7246,43.06933542
LUMAXTECH,2010,98,214,155.7611,31.83243697
LUMAXTECH,2011,130,186,160.6964,14.76841837
LUMAXTECH,2012,133,169,149.9069,7.848994443
LUMAXTECH,2014,93,315,171.0567,68.25263594
LUPIN,2010,356,1968,1263.9004,625.2308721
LUPIN,2011,374,490,443.2186,26.73003393
LUPIN,2012,421,627,543.6073,47.53063819
LUPIN,2014,894,1482,1118.4397,199.551887
LYKALABS,2010,26,38,30.6164,2.332792653
LYKALABS,2011,9,30,18.2713,5.087424327
LYKALABS,2012,9,14,10.6519,0.876557251
LYKALABS,2014,10,28,15.2727,4.868094813
LYPSAGEMS,2014,64,173,137.0213,37.61685681
M&M,2010,503,1192,744.7171,195.9003011
M&M,2011,595,871,720.915,55.26927878
M&M,2012,637,968,755.3482,96.34007025
M&M,2014,854,1412,1146.5461,162.8850909
M&MFIN,2010,315,841,526.1235,154.1878501
M&MFIN,2011,593,822,675.5182,48.84013698
M&MFIN,2012,603,1124,761.2348,134.9256863
M&MFIN,2014,230,333,275.3972,25.99287394
M100,2011,6,8,7.4196,0.628751496
M100,2012,6,8,7.3482,0.540117996
M100,2014,8,13,10.4326,1.811331412
M50,2010,78,92,84.2963,3.954039798
M50,2011,60,86,72.3765,6.037663102
M50,2012,62,81,71.9717,4.531849333
M50,2014,74,115,95.305,13.22738577
MAANALU,2011,34,65,51.8466,6.547567206
MAANALU,2012,23,43,31.3349,5.522001816
MAANALU,2014,18,42,28.2909,5.737191987
MADHAV,2010,25,44,32.2311,3.454079873
MADHAV,2011,15,29,19.1375,2.612838893
MADHAV,2012,15,21,17.9322,1.391431488
MADHAV,2014,18,47,29.2807,9.414908644
MADHUCON,2010,118,189,150.2789,14.4114936
MADHUCON,2011,47,120,83.6397,17.5843751
MADHUCON,2012,29,73,43.4372,10.8767064
MADHUCON,2014,11,50,26.7417,12.46829034
MADRASCEM,2010,98,136,111.4582,8.986113846
MADRASCEM,2011,81,119,96.4291,9.113879197
MADRASCEM,2012,102,249,163.7247,31.66942608
MADRASFERT,2010,11,29,20,3.351662999
MADRASFERT,2011,16,30,23.3644,3.348337238
MADRASFERT,2012,15,24,19.1457,1.864599941
MADRASFERT,2014,13,24,17.6383,3.113176289
MAGMA,2010,68,392,198.3586,104.1924309
MAGMA,2011,51,81,66.1619,7.159128899
MAGMA,2012,54,82,65.7247,5.947570985
MAGMA,2014,63,132,93.0496,20.8109785
MAGNUM,2010,8,12,9.6216,1.065884179
MAGNUM,2011,3,9,5.6883,1.283649831
MAGNUM,2012,3,5,3.7857,0.457366017
MAGNUM,2014,2,5,3.0515,0.804255871
MAHABANK,2010,48,83,62.1394,9.348950028
MAHABANK,2011,38,68,53.8664,6.146191702
MAHABANK,2012,39,61,50.4453,4.349606593
MAHABANK,2014,29,54,41.3333,6.177821998
MAHINDCIE,2014,48,243,137.8014,59.57095059
MAHINDFORG,2010,76,142,105.3625,12.38203427
MAHINDFORG,2011,47,90,66.3968,7.824780891
MAHINDFORG,2012,47,71,57.1174,5.380123541
MAHINDUGIN,2010,54,76,66.1416,5.064530441
MAHINDUGIN,2011,43,68,51.6927,5.351158777
MAHINDUGIN,2012,43,63,52.3846,3.706030504
MAHINDUGIN,2014,116,621,340.4184,151.6726671
MAHLIFE,2010,337,515,437.2869,45.38280501
MAHLIFE,2011,238,401,333.2105,40.45455553
MAHLIFE,2012,237,435,342.4372,46.51989158
MAHLIFE,2014,347,577,465.0142,75.51637705
MAHSCOOTER,2010,237,481,364.2809,57.19059182
MAHSCOOTER,2011,277,406,340.2116,25.38518268
MAHSCOOTER,2012,286,532,347.2739,53.00113227
MAHSCOOTER,2014,407,1054,657.1064,206.4009972
MAHSEAMLES,2010,341,439,385.6932,21.2493617
MAHSEAMLES,2011,319,383,351.4291,16.28000315
MAHSEAMLES,2012,272,390,340.502,27.07836498
MAHSEAMLES,2014,157,358,262.7092,64.83055262
MAITHANALL,2011,81,146,106.2963,17.12333218
MAITHANALL,2012,79,122,98.1798,11.83542615
MAITHANALL,2014,50,220,113.2255,56.62846005
MAKE,2014,270,1073,620.25,225.0196751
MALUPAPER,2010,14,20,16.7489,1.259098784
MALUPAPER,2011,9,18,12.1959,1.534096714
MALUPAPER,2012,9,12,9.6982,0.72528118
MALUPAPER,2014,6,13,10.05,2.359555043
MALWACOTT,2010,34,66,47.2805,8.317948302
MALWACOTT,2011,18,53,34.3158,8.60876317
MALWACOTT,2012,17,27,21.2447,2.277018255
MANAKSIA,2010,75,137,98.3386,12.33726179
MANAKSIA,2011,41,92,67.9352,12.11265667
MANAKSIA,2012,39,63,48.332,5.186707289
MANAKSIA,2014,58,125,81.1985,16.44162463
MANALIPETC,2010,9,20,12.3705,2.59829996
MANALIPETC,2011,8,16,12.1781,1.784052094
MANALIPETC,2012,8,14,11.1093,0.784589898
MANALIPETC,2014,7,18,11.3191,2.980597182
MANALU,2010,41,77,56.8805,8.57412357
MANALU,2011,39,58,47.02,6.335582057
MANAPPURAM,2010,70,182,130.2231,29.70658186
MANAPPURAM,2011,43,147,84.664,34.64622298
MANAPPURAM,2012,20,59,36.081,8.669454164
MANAPPURAM,2014,15,38,24.7447,5.124553958
MANDHANA,2010,134,290,197.2938,47.56069765
MANDHANA,2011,180,312,223.5992,28.21858863
MANDHANA,2012,219,276,240.9271,11.98560004
MANDHANA,2014,230,306,242.8085,18.79071556
MANGALAM,2010,12,21,15.3593,1.968559683
MANGALAM,2011,10,16,13.205,0.996481309
MANGALAM,2012,7,14,9.3148,1.714038701
MANGALAM,2014,4,24,15.069,7.277414445
MANGCHEFER,2010,22,47,32.1036,6.746788161
MANGCHEFER,2011,28,42,32.4696,2.425841202
MANGCHEFER,2012,35,54,43.2753,3.41779065
MANGCHEFER,2014,57,104,71.9504,11.32393827
MANGLMCEM,2010,124,216,160.7092,16.80468642
MANGLMCEM,2011,81,136,108.1377,10.50801118
MANGLMCEM,2012,81,186,143.1534,26.00992577
MANGLMCEM,2014,96,316,194.1064,72.97805967
MANGTIMBER,2010,19,43,27.3041,5.191714603
MANGTIMBER,2011,15,24,17.8596,1.468243927
MANGTIMBER,2012,19,32,24.6242,3.091830231
MANGTIMBER,2014,8,14,10.2667,1.526069752
MANINDS,2010,51,106,78.3068,13.66464868
MANINDS,2011,55,150,108.1822,30.80031032
MANINDS,2012,94,229,122.3036,32.00254461
MANINDS,2014,54,88,66.5603,8.027761048
MANINFRA,2010,204,397,320.7621,44.09738476
MANINFRA,2011,93,219,132.4049,24.22612052
MANINFRA,2012,94,224,177.2996,34.49531036
MANINFRA,2014,23,175,89.9929,49.25840051
MANJEERA,2010,80,135,105.7607,16.73506456
MANJEERA,2011,74,153,102.081,19.09794601
MANJEERA,2012,77,100,89.325,4.861005554
MANJEERA,2014,49,78,61.9167,8.2911432
MANJUSHREE,2010,83,85,84,0.816496581
MANJUSHREE,2011,57,98,79.5304,7.040519587
MANJUSHREE,2012,76,101,85.1579,6.686999323
MANJUSHREE,2014,142,474,290,112.7781982
MANUGRAPH,2010,45,72,51.749,5.03580299
MANUGRAPH,2011,46,63,52.0081,4.259775044
MANUGRAPH,2012,46,57,49.4008,2.852174281
MANUGRAPH,2014,25,42,32.7407,4.272154393
MARALOVER,2010,13,24,17.4444,2.860668019
MARALOVER,2011,8,19,13.4733,2.27400422
MARALOVER,2012,8,16,10.5481,1.670813513
MARALOVER,2014,17,29,21.6879,3.078488051
MARG,2010,114,234,182.4263,21.5771927
MARG,2011,74,155,97.8623,17.9769668
MARG,2012,48,98,80.7449,10.69013908
MARG,2014,7,21,13.0171,3.409345893
MARICO,2010,98,142,118.3307,11.83006397
MARICO,2011,114,168,142.2267,12.44376885
MARICO,2012,144,229,184.3765,21.61271029
MARICO,2014,201,335,254.5177,41.13782454
MARKSANS,2010,3,6,4.4024,0.698200777
MARKSANS,2011,2,4,2.445,0.523920688
MARKSANS,2012,1,4,1.8944,0.572491846
MARKSANS,2014,16,67,34.8865,16.62224955
MARUTI,2010,1191,1567,1376.1912,89.64686854
MARUTI,2011,916,1429,1162.9109,107.5753768
MARUTI,2012,933,1520,1267.1174,140.1354405
MARUTI,2014,1582,3410,2434.1135,589.2712905
MASTEK,2010,165,411,277.0518,63.92227373
MASTEK,2011,75,183,111.5344,27.15061138
MASTEK,2012,82,174,105.7634,21.22328699
MASTEK,2014,157,383,213.4823,43.2076633
MAWANASUG,2010,23,46,29.988,5.381451153
MAWANASUG,2011,13,31,21.2834,4.250345041
MAWANASUG,2012,11,17,14.621,1.513324954
MAWANASUG,2014,6,15,10.7333,2.164357744
MAX,2010,137,230,174.5578,22.38115246
MAX,2011,139,212,168.1741,17.58190943
MAX,2012,143,251,195.4372,28.1829461
MAX,2014,182,438,282.227,73.13810591
MAXWELL,2010,18,29,21.8685,2.724144191
MAXWELL,2011,15,32,21.2149,3.980472785
MAXWELL,2012,19,27,21.2582,1.575633299
MAXWELL,2014,14,38,21.9504,6.525809361
MAYTASINFR,2010,151,236,195.5378,18.55844547
MAYTASINFR,2011,175,188,181.28,3.768501028
MAYURUNIQ,2012,378,490,443.1538,34.16621398
MAYURUNIQ,2014,274,485,394.9787,54.72607066
MBECL,2010,204,380,277.4701,34.28707758
MBECL,2011,81,247,163.5668,47.93309473
MBECL,2012,83,122,98.4737,8.808254076
MBECL,2014,48,109,78.3577,17.31871155
MBLINFRA,2010,166,288,229.1951,27.94962325
MBLINFRA,2011,99,214,151.2227,30.71000266
MBLINFRA,2012,112,198,167.7692,14.67237981
MBLINFRA,2014,82,394,236.5328,98.23828108
MBSWITCH,2011,61,379,132.875,83.55826934
MBSWITCH,2012,24,249,84.8647,50.76657209
MCDHOLDING,2010,86,191,106.5221,21.23571039
MCDHOLDING,2011,35,139,80.0445,24.91349488
MCDHOLDING,2012,36,95,66.828,15.73311585
MCDHOLDING,2014,28,61,36.6738,6.43295643
MCDOWELL-N,2010,1097,1671,1377.243,120.8191526
MCDOWELL-N,2011,492,1472,974.2389,176.912029
MCDOWELL-N,2012,495,2073,938.8988,437.923322
MCDOWELL-N,2014,2259,2915,2566.0142,195.8171453
MCLEODRUSS,2010,167,307,230.9163,25.41944883
MCLEODRUSS,2011,182,286,243.2024,25.14475328
MCLEODRUSS,2012,177,368,285.9838,48.81684912
MCLEODRUSS,2014,215,324,278.0496,23.79383264
MCX,2012,863,1597,1228.398,187.8357248
MCX,2014,472,892,667.5532,142.1901347
MEGASOFT,2010,22,39,27.4916,3.258626223
MEGASOFT,2011,10,32,20.7166,5.767478958
MEGASOFT,2012,8,14,10.583,1.394100617
MEGASOFT,2014,5,11,7.9787,1.323374609
MEGH,2010,14,22,17.1992,1.636291406
MEGH,2011,8,18,11.9595,2.530458298
MEGH,2012,7,10,8.0526,0.759063426
MEGH,2014,7,30,15.3839,6.379718892
MELSTAR,2010,9,14,10.9052,0.855796144
MELSTAR,2011,5,12,8.2731,1.020358187
MELSTAR,2012,4,9,6.0242,1.078447342
MELSTAR,2014,2,10,6.6596,2.044989682
MERCATOR,2011,16,21,18.2941,1.839587738
MERCATOR,2012,16,33,21.8259,3.462648684
MERCATOR,2014,18,39,28.4539,6.446149191
MERCK,2010,579,940,685.3586,60.4820519
MERCK,2011,555,743,630.0283,36.91870934
MERCK,2012,557,674,617.0972,25.80694976
MERCK,2014,546,888,706.7447,101.8149764
METKORE,2012,12,17,13.5892,1.087467622
METKORE,2014,5,14,7.7445,1.974395212
MGOLD,2012,2814,3238,3022.3016,116.3419929
MGOLD,2014,2440,2992,2725.0638,155.4804137
MHRIL,2010,342,567,469.506,52.07429343
MHRIL,2011,276,421,349.6923,27.79775246
MHRIL,2012,259,346,291.1296,17.58010633
MHRIL,2014,221,329,269.2057,28.49997331
MIC,2010,29,53,40.2231,4.289106918
MIC,2011,6,35,17.3563,8.162977491
MIC,2012,4,12,6.4935,1.666762239
MIC,2014,2,9,4.1478,1.539302373
MICRO,2010,591,640,619.0656,14.60391689
MICROSEC,2010,50,111,74.7903,16.35013771
MICROSEC,2011,25,59,36.6478,8.053554619
MICROSEC,2012,21,42,29.166,6.022963591
MICROSEC,2014,24,92,54.9604,21.81058004
MICROTECH,2010,148,224,190.239,14.53662189
MICROTECH,2011,102,171,130.8623,13.08757792
MICROTECH,2012,39,178,111.3765,57.12483609
MICROTECH,2014,3,5,3.8036,0.717626118
MID-DAY,2010,20,42,32.2311,6.051767912
MID-DAY,2011,5,40,10.6863,10.99195819
MINDACORP,2012,45,45,45,0
MINDAIND,2010,241,395,306.9004,37.349886
MINDAIND,2011,148,322,222.3347,43.73802134
MINDAIND,2012,150,257,185.6488,23.02380592
MINDAIND,2014,175,628,357.7328,147.1356023
MINDTREE,2010,499,715,552.4104,45.7249151
MINDTREE,2011,327,563,391.1336,50.67474241
MINDTREE,2012,390,747,594.5385,95.54792732
MINDTREE,2014,770,1680,1223.0922,264.6206947
MIRCELECTR,2010,16,29,21.7888,4.411054912
MIRCELECTR,2011,15,28,21.0607,3.66959775
MIRCELECTR,2012,10,17,13.3563,2.022792968
MIRCELECTR,2014,5,11,7.2149,1.706606568
MIRZAINT,2010,14,27,16.4113,2.7143444
MIRZAINT,2011,16,25,20.3333,2.462795054
MIRZAINT,2012,17,26,19.1718,1.548481649
MIRZAINT,2014,26,46,34.156,5.9837649
MLL,2010,43,76,56.0837,7.416263765
MLL,2011,21,58,35.1217,8.55330887
MMFL,2010,60,146,94.5817,26.36044028
MMFL,2011,82,141,109.2308,12.32913113
MMFL,2012,82,112,95.085,6.410774892
MMFL,2014,89,560,263.4113,165.7528311
MMFSL,2010,124,704,403.5909,233.0848771
MMFSL,2011,48,134,89.8381,19.49063122
MMFSL,2012,76,139,89.8717,12.0924314
MMTC,2010,1011,37458,18327.8097,15228.48694
MMTC,2011,443,1217,830.1012,176.6884821
MMTC,2012,519,984,759.1457,68.33037016
MMTC,2014,46,103,66.3617,15.80209008
MMWL,2014,3,8,6.1351,1.338861197
MOHITIND,2014,25,49,34.1579,5.27087154
MOIL,2010,436,465,448.8333,9.208993189
MOIL,2011,221,455,335.2551,65.83210553
MOIL,2012,228,291,259.0445,12.17592204
MOIL,2014,211,333,278.5177,35.70577219
MONNETISPA,2010,359,634,462.7131,77.15967163
MONNETISPA,2011,357,606,491.8016,57.12438589
MONNETISPA,2012,257,501,374.7206,77.96531266
MONNETISPA,2014,59,157,101.5957,26.87717762
MONSANTO,2010,1555,2200,1799.3466,155.3654841
MONSANTO,2011,651,2037,1505.0486,430.6755047
MONSANTO,2012,602,770,660.8178,36.51680339
MONSANTO,2014,833,3193,2009.7234,693.9793782
MORARJEE,2012,9,14,10.8889,1.307622477
MORARJEE,2014,23,55,37.2128,9.484446776
MORARJETEX,2010,15,34,23.6736,4.105118272
MORARJETEX,2011,10,27,15.9336,3.446651968
MORARJETEX,2012,9,13,10.6148,1.051515076
MOREPENLAB,2010,6,10,7.5259,1.014990576
MOREPENLAB,2011,3,7,4.7004,0.989478985
MOREPENLAB,2012,3,4,3.5297,0.499118299
MOREPENLAB,2014,4,13,6.3469,2.896521633
MOSERBAER,2010,53,92,68.9721,8.346291201
MOSERBAER,2011,13,62,34.834,11.94525202
MOSERBAER,2012,5,19,10.0986,4.322085209
MOSERBAER,2014,3,12,6.8403,2.691359324
MOTHERSUMI,2010,123,196,159.1355,23.20902716
MOTHERSUMI,2011,135,241,196.2996,27.33891577
MOTHERSUMI,2012,135,230,172.7126,17.73061936
MOTHERSUMI,2014,192,439,317.8511,80.29784415
MOTILALOFS,2010,152,213,170.9323,12.54566934
MOTILALOFS,2011,78,174,106.5951,24.23063225
MOTILALOFS,2012,77,130,106.6032,12.24333536
MOTILALOFS,2014,82,273,163.7419,66.03052458
MOTOGENFIN,2010,37,63,44.6335,5.421764787
MOTOGENFIN,2011,33,61,42.6463,3.784989452
MOTOGENFIN,2012,32,51,40.2794,4.890594417
MOTOGENFIN,2014,40,42,40.8,0.748331477
MPHASIS,2010,552,744,637.3347,43.44533995
MPHASIS,2011,288,696,435.6923,112.2912389
MPHASIS,2012,301,434,384.3522,23.1044413
MPHASIS,2014,342,464,414.7943,23.72762634
MPSLTD,2010,42,77,59.2908,7.025216086
MPSLTD,2011,33,46,36.8341,3.082601428
MPSLTD,2012,33,114,53.2301,15.26869019
MPSLTD,2014,214,788,437.8085,170.0327843
MRF,2010,5614,9548,7505.1474,1038.851821
MRF,2011,5544,7786,6737.9474,430.2333719
MRF,2012,6943,12819,10128.4858,1159.471979
MRF,2014,18808,38052,25123.0709,5681.799902
MRO-TEK,2010,21,37,29.9084,3.410139808
MRO-TEK,2011,8,25,14.4829,4.646105237
MRO-TEK,2012,7,12,8.9352,1.125637134
MRO-TEK,2014,4,20,8.881,3.929148587
MRPL,2010,65,89,76.8645,4.966579311
MRPL,2011,51,83,67.6842,7.113700194
MRPL,2012,51,73,61.3401,4.811185179
MRPL,2014,38,75,56.234,10.59615767
MSKPROJ,2010,78,194,148.9761,30.00198244
MSKPROJ,2011,97,97,97,0
MSPL,2010,31,72,48.1633,12.86062318
MSPL,2011,27,69,49.8502,10.68607204
MSPL,2012,26,39,29.8947,2.397082537
MSPL,2014,14,34,19.3667,4.816522489
MTEDUCARE,2012,83,134,101.9408,13.00919299
MTEDUCARE,2014,76,150,110.4468,22.08636354
MTNL,2010,51,90,66.5817,8.318145024
MTNL,2011,23,58,39.9879,8.416525956
MTNL,2012,21,43,28.4696,4.697110089
MTNL,2014,14,38,24.461,7.647850234
MUDRA,2010,33,57,44.3028,7.155358521
MUDRA,2011,15,60,40.085,16.57338173
MUDRA,2012,13,26,17.2914,2.628396646
MUDRA,2014,7,19,11.4519,2.931525619
MUKANDENGG,2010,35,59,45.988,5.793582156
MUKANDENGG,2011,20,42,29.1619,4.428250432
MUKANDENGG,2012,20,40,25.8704,3.9725038
MUKANDENGG,2014,23,42,31.9787,5.168738663
MUKANDLTD,2010,53,81,65.8367,6.18515856
MUKANDLTD,2011,25,63,40.7935,8.740632843
MUKANDLTD,2012,26,36,29.9393,2.754524485
MUKANDLTD,2014,20,53,34.7769,9.914917056
MUKTAARTS,2010,45,76,53.0686,5.56169406
MUKTAARTS,2011,30,51,38.3443,4.218947293
MUKTAARTS,2012,24,40,30.752,4.255018072
MUKTAARTS,2014,25,38,31.3546,2.710983051
MUNDRAPORT,2010,138,848,559.1315,255.7983726
MUNDRAPORT,2011,118,165,144.6842,11.41406342
MUNDRAPORT,2012,115,137,129,6.835734981
MUNJALAU,2010,99,157,122.0478,16.02381523
MUNJALAU,2011,37,213,142.0405,29.78652761
MUNJALAU,2012,35,55,46.1875,5.540559385
MUNJALAU,2014,40,123,74.4043,27.12957579
MUNJALSHOW,2010,43,71,56.6693,6.047472813
MUNJALSHOW,2011,45,74,58.0891,6.894825991
MUNJALSHOW,2012,61,85,71.8259,6.166881038
MUNJALSHOW,2014,66,235,133.8652,53.74845798
MURLIIND,2010,52,394,134.3984,91.966176
MURLIIND,2011,15,63,28.8156,9.522353572
MURLIIND,2012,13,27,16.8861,2.962121587
MURUDCERA,2010,23,41,34.1833,4.291922238
MURUDCERA,2011,14,24,17.8907,1.944626754
MURUDCERA,2012,14,23,17.1911,1.004097955
MURUDCERA,2014,13,25,18.8291,3.974901167
MUTHOOTFIN,2011,151,194,170.3006,10.08256405
MUTHOOTFIN,2012,116,226,154.8745,28.15666908
MUTHOOTFIN,2014,107,205,176.156,23.18818594
MVL,2010,17,110,61.4384,19.94397608
MVL,2011,18,31,25.9879,2.619580245
MVL,2012,2,20,9.6828,5.412194984
MVL,2014,1,2,1.3232,0.467710582
MVLIND,2010,19,34,25.2229,3.04847369
MVLIND,2011,9,22,15.4041,2.776722424
MVLIND,2012,5,13,7.9676,2.265514117
MVLIND,2014,2,3,2.4545,0.497929598
MYSOREBANK,2010,606,1332,744.753,136.7286359
MYSOREBANK,2011,417,750,600.9798,70.18999372
MYSOREBANK,2012,423,700,511.004,50.49195214
MYSOREBANK,2014,369,597,481.8085,67.71811777
N100,2011,91,121,105.6505,6.356050773
N100,2012,118,159,139.9312,9.93823638
N100,2014,208,277,233.1064,16.55710176
NAGARCONST,2010,123,193,163.3028,15.89895735
NAGARCONST,2011,90,152,110.898,14.37152073
NAGARFERT,2010,27,41,32.3665,2.443202526
NAGARFERT,2011,24,36,30.3415,2.616642385
NAGAROIL,2012,5,9,6.0532,1.119146914
NAGAROIL,2014,4,6,4.5798,0.715915097
NAGREEKCAP,2010,31,50,38.576,4.248790887
NAGREEKCAP,2011,15,38,27.0147,4.932364049
NAGREEKCAP,2012,14,21,16.0061,1.952456013
NAGREEKCAP,2014,9,24,16.2111,4.826994566
NAGREEKEXP,2010,17,60,29.5324,10.76038971
NAGREEKEXP,2011,13,42,24.8163,6.065874668
NAGREEKEXP,2012,13,20,16.7204,1.045192945
NAGREEKEXP,2014,15,33,24.7293,5.008455737
NAHARCAP,2010,59,123,86.6813,16.34665578
NAHARCAP,2011,38,89,60.6531,11.64956165
NAHARCAP,2012,40,59,46.3699,3.332116078
NAHARCAP,2014,42,108,66.4214,18.02778326
NAHARINDUS,2010,57,100,73.8645,9.245090098
NAHARINDUS,2011,31,78,51.6073,10.93056978
NAHARINDUS,2012,30,41,34.7469,2.520374287
NAHARINDUS,2014,53,81,62.1418,6.597422192
NAHARINVST,2010,21,54,29.0966,6.892573765
NAHARINVST,2011,29,42,33.6161,3.467310443
NAHARPOLY,2011,18,30,23.8872,3.050093393
NAHARPOLY,2012,18,28,22.2975,1.305706662
NAHARPOLY,2014,10,35,19.8879,7.961947812
NAHARSPING,2010,73,147,102.6621,20.35203819
NAHARSPING,2011,46,124,80.8947,21.67997482
NAHARSPING,2012,46,75,58.9514,7.976538727
NAHARSPING,2014,92,146,109.4516,14.35907875
NAKODA,2014,2,13,7.5532,3.413418519
NANDAN,2010,2,3,2.2704,0.444159356
NANDAN,2011,2,3,2.4008,0.490062534
NANDAN,2012,2,2,2,0
NANDANEXIM,2012,20,30,25.1047,3.298346214
NATCOPHARM,2010,111,348,208.247,71.4849519
NATCOPHARM,2011,200,319,259.3684,23.76039927
NATCOPHARM,2012,233,490,357.2672,54.17023565
NATCOPHARM,2014,685,1548,1036.2097,306.5269886
NATHSEED,2011,7,17,10.3731,2.544152329
NATHSEED,2012,5,10,7.3679,1.103176828
NATHSEED,2014,4,6,4.8824,0.470588235
NATIONALUM,2010,345,505,406.9602,24.39218097
NATIONALUM,2011,48,476,140.6842,134.4436334
NATIONALUM,2012,44,67,54.9271,5.238709958
NATIONALUM,2014,32,66,49.0567,10.73654398
NATNLSTEEL,2010,20,32,27.1116,2.893754346
NATNLSTEEL,2011,12,27,18.2955,3.262735931
NATNLSTEEL,2012,13,18,15,0.922064222
NATNLSTEEL,2014,13,27,15.806,4.012066896
NAUKRI,2010,594,1234,853.9363,144.3798247
NAUKRI,2011,478,755,665.996,63.02974672
NAUKRI,2012,321,790,510.3401,173.4992729
NAUKRI,2014,448,967,702.8156,146.3022521
NAVINFLUOR,2010,257,386,302.3227,24.15659904
NAVINFLUOR,2011,236,400,307.0688,43.1708699
NAVINFLUOR,2012,283,432,329.0567,39.20873273
NAVINFLUOR,2014,258,697,461.5403,151.4280623
NAVNETEDUL,2014,53,103,77.0638,17.82905938
NAVNETPUBL,2010,43,74,54.247,6.883401497
NAVNETPUBL,2011,51,69,61.1822,4.599243741
NAVNETPUBL,2012,52,69,56.9636,3.047978068
NBCC,2012,80,171,112.8462,27.9629933
NBCC,2014,135,885,399.7163,244.9458277
NBVENTURES,2010,293,450,388.3984,34.08146786
NBVENTURES,2011,165,330,222.4291,41.6937218
NBVENTURES,2012,154,217,186.7449,12.72711587
NBVENTURES,2014,152,275,199.7872,37.14621455
NCC,2011,33,116,71.3182,22.59848866
NCC,2012,30,64,45.251,8.669000392
NCC,2014,24,83,55.0638,19.18266533
NCLIND,2010,28,44,34.9801,3.568845048
NCLIND,2011,26,39,33.336,3.751981561
NCLIND,2012,32,50,41.2784,3.279895677
NCLIND,2014,17,46,29.2979,7.622981938
